id,name,price,original_price,rating_average,review_count,author,quantity_sold,inventory_status,category_id,category_name,Công ty phát hành,Loại bìa,Số trang,Ngày xuất bản,Năm xuất bản,Năm xuất bản điền bổ sung, 
277728224,"Nói Chuyện Là Bản Năng, Giữ Miệng Là Tu Dưỡng, Im Lặng Là Trí Tuệ",117180,127000,4.8,419,Trương Tiếu Hằng,8646,available,316,Sách tiếng Việt,1980 Books,Bìa mềm,450,12/12/22 0:00,,2022,
277412034,Sách Song Ngữ Lời Thì Thầm Trong Tổ Ấm - Whispers In The Home - Chính Hãng + Mã File Nghe,158000,158000,5,21,Không rõ,681,available,67857,Sách học tiếng anh - khác,NXB Lao Động,Bìa cứng,280,02/19/25 0:41,,2025,
277409853,Bí Ẩn Thảm Án Ở Styles (Agatha Christie) (NXB Trẻ),106000,122000,5,2,  Agatha Christie,75,available,664,Truyện trinh thám,NXB Trẻ,Bìa mềm,296,,2025,2025,
277381902,Tiếng gọi chân trời - Nguyễn Ngọc Tư,68100,95000,5,8,Nguyễn Ngọc Tư,336,available,68000,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,NXB Trẻ,Bìa mềm,152,03/04/25 0:00,,2025,
276960030,Khi Mọi Điều Không Như Ý,68670,109000,5,25,Hae Min,696,available,67946,Sách tâm lý học - khác,Nhã Nam,Bìa mềm,240,03/01/25 0:00,,2025,
276948798,"Lên Đỉnh Núi Mở Tiệm Bánh Mì - Triết lí Wazawaza: Những con người hạnh phúc, 2 loại bánh mì, và doanh thu thường niên 300 triệu Yên",99100,120000,4.7,30,Hirata Haruka,1170,available,847,Bài học kinh doanh,Ecoblader,Bìa mềm,168,03/12/24 0:00,,2024,
276922095,Thế Hệ Lo Âu,156000,229000,5,17,Jonathan Haidt,490,available,67946,Sách tâm lý học - khác,1980 Books,Bìa mềm,439,12/31/24 0:00,,2024,
276823777,Tại sao các quốc gia thất bại,258000,310000,4.8,22,Daron Acemoglu - James A. Robinson,362,available,67901,Sách kinh tế học - khác,NXB Trẻ,Bìa mềm,616,11/25/24 0:00,,2024,
276346703,Combo 4 cuốn: ChatGPT + ChatGPT thực chiến + AI 5.0 + AI Công cụ nâng cao hiệu suất,608000,716000,0,0,Không rõ,1,available,848,Sách Marketing - Bán hàng ,1980 Books,,0,,,,
276159943,NEXUS - Lược Sử Của Những Mạng Lưới Thông Tin Từ Thời Đại Đồ Đá Đến Trí Tuệ Nhân Tạo,227500,325000,5,142,Yuval Noah Harari,2230,available,9725,Lịch Sử Thế Giới,Alphabooks,,0,09/30/24 0:00,,2024,
275702538,Chat GPT Thực Chiến,104800,169000,4.7,121,Dịch Dương,2617,available,385,Sách kỹ năng làm việc,1980 Books,Bìa mềm,263,07/01/24 0:00,,2024,
275406600,Dẫn Dắt Một Bầy Sói Hay Chăn Một Đàn Cừu,126700,195000,4.8,60,Tiffani Bova,2092,available,2,Root,1980 Books,Bìa mềm,358,06/01/24 0:00,,2024,
275243138,Rèn Luyện Tư Duy Phản Biện,86200,139000,4.8,4824,Albert Rutherford,30544,available,316,Sách tiếng Việt,1980 Books,Bìa mềm,204,12/01/19 0:00,,2019,
274363543,Con Đường Chẳng Mấy Ai Đi,123000,165000,5,173,M. Scott Peck,3166,available,871,Sách tư duy - Kỹ năng sống,Công ty Cổ phần Văn hóa và Công nghệ Tuệ Tri,Bìa mềm,344,01/01/24 0:00,,2024,
273819808,Tâm Lý Học Về Tiền,122800,189000,4.8,3681,Morgan Housel,27232,available,67915,Tài chính cá nhân,1980 Books,Bìa mềm,384,01/01/21 0:00,,2021,
272449818,MANIFEST – 7 Bước Để Thay Đổi Cuộc Đời Bạn Mãi Mãi,60400,89000,5,134,Roxie Nafousi,2328,available,871,Sách tư duy - Kỹ năng sống,Người Trẻ Việt,Bìa mềm,200,,2023,2023,
272000024,MBA bằng hình (Trọn gói hai năm kiến thức quản trị kinh doanh qua trực quan sinh động),139000,189000,5,239,Jason Barron,4562,available,847,Bài học kinh doanh,Nhã Nam,Bìa mềm,207,08/24/23 0:00,,2023,
271380890,Đúng Việc,81250,125000,5,934,Giản Tư Trung,16154,available,871,Sách tư duy - Kỹ năng sống,Viện Quản lý PACE,Bìa cứng,328,08/17/23 0:00,,2023,
263070154,Giải mã Hoóc-môn Dopamine,140000,198000,5,227,Anna Lembke,3466,available,871,Sách tư duy - Kỹ năng sống,Saigon Books,,348,05/23/23 0:00,,2023,
262590428,Búp Sen Xanh,52800,72000,5,171,Sơn Tùng,2436,available,2,Root,NXB Kim Đồng,Bìa cứng,444,05/11/23 0:00,,2023,
261982682,Cuộc cách mạng Glucose,120000,158000,5,75,Jessie Inchauspé,1451,available,68003,Sách Y Học Khác,Huy Hoàng Bookstore,Bìa mềm,372,06/02/23 0:00,,2023,
229714486,Giải Trí Đến Chết,124600,179000,4.8,81,Neil Postman,1081,available,2,Root,1980 Books,Bìa mềm,336,01/01/23 0:00,,2023,
212597849,Bookmark kẹp sách giấy cứng,6480,9000,3,2,Không rõ,3042,available,67407,Bookmark giấy,Không rõ,,0,,,,
209389165,Bookmark kẹp sách giấy cứng,2000,2000,3,2,Không rõ,9265,available,54978,1980Books,1980 Books,,0,,,,
207256575,Định luật Murphy – Mọi bí mật tâm lý thao túng cuộc đời bạn,83600,119000,4.8,588,Từ Thính Phong,7824,available,886,Lĩnh vực khác,Skybooks,Bìa mềm,280,12/01/22 0:00,,2022,
202879294,Người Đàn Ông Mang Tên Ove (Tái Bản 2022),119000,160000,5,360,Fredrik Backman,4583,available,67999,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,NXB Trẻ,Bìa mềm,452,11/11/22 0:00,,2022,
199582064,Sổ tay ghi chép / sổ lò xo ghi chép A5 - B5 - A4 160 trang – giấy kẻ ngang – giấy ô vuông ,50000,99000,5,156,Không rõ,2297,available,1899,Sổ Tay Các Loại,Không rõ,,0,,,,
195291930,Bốn Thỏa Ước,89100,130000,5,222,Don Miguel Ruiz,3612,available,872,Nghệ thuật sống,Saigon Books,Bìa mềm,190,01/01/22 0:00,,2022,
194960730,Nỗi buồn chiến tranh,100000,130000,5,281,Bảo Ninh,2931,available,67995,Tác Phẩm Kinh Điển Việt Nam,NXB Trẻ,Bìa mềm,348,08/22/22 0:00,,2022,
193614514,[Gift] Tặng 01 bookmark cho mỗi đơn hàng,30000,30000,0,0,Không rõ,1695,available,6225,Bookmark,Không rõ,,0,,,,
170708233,Thay Đổi Tí Hon - Hiệu Quả Bất Ngờ Atomic Habits (Tái Bản Lần 4),139000,189000,4.8,812,James Clear,10565,available,871,Sách tư duy - Kỹ năng sống,Phương Nam Book,Bìa mềm,385,03/03/22 0:00,,2022,
140416370,Flow - Dòng Chảy,163000,228000,5,735,Mihaly Csikszentmihalyi,8217,available,8322,Nhà Sách Tiki,First News - Trí Việt,Bìa gập,556,11/01/21 0:00,,2021,
101782486,"Deep Work - Làm Ra Làm, Chơi Ra Chơi (Tái Bản)",106000,159000,4.7,268,Cal Newport,2790,available,871,Sách tư duy - Kỹ năng sống,Alphabooks,Bìa mềm,352,05/01/21 0:00,,2021,
76013370,Được Học (Tái Bản),123700,182000,5,289,Tara Westover,2279,available,316,Sách tiếng Việt,NXB Phụ Nữ Việt Nam,Bìa mềm,446,01/12/21 0:00,,2021,
75307228,Sách OSHO Yêu - Being In Love - Yêu Trong Tỉnh Thức,127600,168000,5,257,Osho,1552,available,872,Nghệ thuật sống,First News - Trí Việt,Bìa gập,350,01/01/21 0:00,,2021,
74021317,Cây Cam Ngọt Của Tôi,83100,108000,5,649,José Mauro de Vasconcelos,4915,available,316,Sách tiếng Việt,Nhã Nam,Bìa mềm,244,,2020,2020,
56609155,Trường Ca Achilles (Quà Tặng Kèm: 01 Bookmark + 01 Phụ Lục),120100,156000,5,195,Madeline Miller,669,available,67997,Tiểu Thuyết Phương Tây,Wings Books,Bìa mềm,444,,2020,2020,
53728878,Tối Đa Hóa Hiệu Suất Công Việc – Việc 12 Tháng Làm Trong 12 Tuần,120000,169000,4.7,165,Không rõ,1362,available,316,Sách tiếng Việt,BIZBOOKS,,390,,2020,2020,
52004412,D. Trump - Nghệ Thuật Đàm Phán (Tái bản 2020),92600,109000,5,68,Donald J.Trump & Tony Schwartz,455,available,316,Sách tiếng Việt,NXB Trẻ,Bìa mềm,328,04/01/20 0:00,,2020,
10005245,Đàn Ông Sao Hỏa Đàn Bà Sao Kim,131000,188000,4.8,4196,John Gray,53344,available,316,Sách tiếng Việt,KNBooks,Bìa mềm,488,01/01/19 0:00,,2019,
277425002,Án Mạng Giữa Không Trung (Agatha Christie) - NXB Trẻ,112000,125000,5,5,  Agatha Christie,78,available,664,Truyện trinh thám,NXB Trẻ,Bìa mềm,0,03/12/25 0:00,,2025,
277361862,Kỹ thuật đặt câu lệnh cho ChatGPT,125000,179000,5,4,Neil Dagger,139,available,385,Sách kỹ năng làm việc,1980 Books,Bìa mềm,279,02/18/25 0:00,,2025,
277165432,"Hành Lang Hẹp - Nhà Nước, Xã Hội Và Vận Mệnh Của Tự Do",340000,397000,5,23,Daron Acemoglu - James A. Robinson,298,available,849,"Sách quản trị, lãnh đạo",NXB Trẻ,Bìa mềm,768,01/23/25 14:40,,2025,
277024165,Trò Chơi Quyền Lực,122850,189000,5,18,Ngô Di Lân,213,available,9725,Lịch Sử Thế Giới,Alphabooks,Bìa mềm tay gấp,372,,2024,2024,
276883579,Sống Sáng - Phan Việt - Sáng Books,180000,180000,5,49,Phan Việt,855,available,871,Sách tư duy - Kỹ năng sống,Công ty TNHH Sáng World,Bìa mềm tay gấp,568,,2025,2025,
276641698,Tiệm sách của nàng (Nguyễn Nhật Ánh),95000,125000,5,71,Nguyễn Nhật Ánh,1032,available,6750,Truyện dài,NXB Trẻ,,272,12/06/24 14:16,,2024,
275948240,Same As Ever: Quy Luật Bất Biến Về Bản Chất Con Người Và Tâm Lý Làm Giàu,135780,219000,4.3,11,Morgan Housel,356,available,67941,Kỹ năng Quản lý cảm xúc,1980 Books,Bìa mềm,408,,2024,2024,
275928713,Đọc Vị Mọi Vấn Đề Của Trẻ - Giải Mã Mọi Vấn Đề Về Nuôi Con Nhỏ: Ăn - Ngủ - Kỷ Luật Hành Vi,155350,239000,5,581,Tracy Hogg,5466,available,316,Sách tiếng Việt,Thái Hà,Bìa mềm,512,05/01/21 0:00,,2021,
275905148,Nâng Cao Tần Số Năng Lượng Cá Nhân,122000,179000,5,10,Kyle Gray,231,available,871,Sách tư duy - Kỹ năng sống,1980 Books,Bìa mềm,336,,2024,2024,
274458341,Độ nhiễu: Sai lầm trong phán đoán,187000,245000,5,41,Cass R. Sunstein,492,available,9733,Kiến Thức Bách Khoa,NXB Trẻ,Bìa mềm,544,03/18/24 0:00,,2024,
274031576,Series các tập ATTACK ON TITAN,41800,41800,5,54,Hajime Isayama,1320,available,1084,"Truyện Tranh, Manga, Comic",NXB Trẻ,Bìa mềm,200,03/15/24 0:00,,2024,
271518926,Dám bị ghét,74970,119000,5,34,Koga Fumitake,656,available,871,Sách tư duy - Kỹ năng sống,Nhã Nam,Bìa mềm,333,08/24/23 0:00,,2023,
271379451,Lý Thuyết Trò Chơi,116300,179000,4.7,454,Trần Phách Hàm,9186,available,871,Sách tư duy - Kỹ năng sống,1980 Books,Bìa mềm,320,07/07/23 0:00,,2023,
253129523,Atomic Habits - Thay Đổi Tí Hon Hiệu Quả Bất Ngờ (Tái Bản 2023),149300,189000,4.8,70,James Clear,1171,available,2,Root,Cty Bán Lẻ Phương Nam,,0,,2023,2023,
247858753,Vùng Đất Quỷ Tha Ma Bắt,105840,168000,5,238,Kevin Chen,2562,available,840,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,Nhã Nam,Bìa mềm,413,03/03/23 0:00,,2023,
220665663,30 Tuổi - Mọi Thứ Chỉ Mới Bắt Đầu,90000,135000,4.8,103,Lý Thượng Long,1819,available,2,Root,Saigon Books,Bìa mềm,332,02/02/23 0:00,,2023,
195545304,Khéo Ăn Nói Sẽ Có Được Thiên Hạ,77300,130000,4.8,134,Trác Nhã,3737,available,67936,Kỹ Năng Giao Tiếp,Minh Long,Bìa mềm,404,08/08/22 0:00,,2022,
190335975,Combo 2 cuốn Truyện Dành Cho Thiếu Nhi : Tuổi Thơ Dữ Dội - Tập 1 + 2 (Tái Bản),119000,160000,5,84,Không rõ,962,available,1754,Văn học thiếu nhi,NXB Kim Đồng,,0,,,,
190240560,Bộ Sách Tô Màu - Bé Làm Họa Sĩ,25000,25000,0,0,Không rõ,594,available,856,Tô màu - Luyện chữ  ,Gieobooks,Bìa mềm,32,07/07/22 15:14,,2022,
189940673,Học Cách Học (Tái bản),103350,159000,5,27,Nhiều tác giả,403,available,871,Sách tư duy - Kỹ năng sống,Alphabooks,Bìa mềm,280,07/07/22 0:00,,2022,
186286187,Nhà Lãnh Đạo Không Chức Danh,82700,105000,5,166,Robin Sharma,4261,available,849,"Sách quản trị, lãnh đạo",NXB Trẻ,Bìa mềm,178,06/06/22 0:00,,2022,
177487151,Nếu Biết Trăm Năm Là Hữu Hạn,136000,159000,5,237,Phạm Lữ Ân,1601,available,67999,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,Phương Nam Book,Bìa mềm,268,04/04/22 0:00,,2022,
168283405,Chiến Tranh Tiền Tệ - Phần 1 - Ai Thực Sự Là Người Giàu Nhất Thế Giới ( Tái Bản 2022),112000,165000,5,789,Song Hong Bing,7181,available,5246,Sách tài chính - khác,Bách Việt,Bìa mềm,532,03/01/22 0:00,,2022,
165030729,Những Kẻ Âu Lo,137000,180000,5,113,Fredrik Backman,1206,available,316,Sách tiếng Việt,NXB Trẻ,Bìa mềm,544,02/28/22 0:00,,2022,
91947689,7 Thói Quen Hiệu Quả (The 7 Habits Of Highly Effective People) - Stephen R. Covey - PACE Books,179000,250000,5,974,Stephen R. Covey,8860,available,871,Sách tư duy - Kỹ năng sống,Viện Quản lý PACE,Bìa cứng,536,04/15/21 0:00,,2021,
69644748,Thiền Sư Và Em Bé 5 Tuổi,92400,120000,5,69,Thích Nhất Hạnh,582,available,67979,Phật giáo,Saigon Books,Bìa mềm,232,10/01/20 0:00,,2020,
55319105,Những Quy Luật Của Bản Chất Con Người,240000,300000,4.8,196,Robert Greene,1183,available,316,Sách tiếng Việt,NXB Trẻ,Bìa mềm,884,05/22/20 11:17,,2020,
50322710,48 Nguyên Tắc Chủ Chốt Của Quyền Lực (Tái Bản 2020),200000,200000,4.8,82,Robert Greene,721,available,316,Sách tiếng Việt,NXB Trẻ,,0,,2020,2020,
49910019,Bác Sĩ Riêng Của Bé Yêu - Chào Con! Ba Mẹ Đã Sẵn Sàng (Tái Bản),76000,95000,5,84,BS. Trần Thị Huyên Thảo,849,available,3320,Cẩm nang làm cha mẹ,NXB Trẻ,Bìa mềm,224,03/02/20 0:00,,2020,
49002009,DƯỠNG TÂM GIÀU CÓ DƯỠNG THÂN NGHÈO KHÓ - NGUYỄN ANH DŨNG,88000,98000,0,0, Nguyễn Anh Dũng,0,available,316,Sách tiếng Việt,SBOOKS,Bìa mềm,144,02/17/20 9:58,,2020,
42230121,Sách Hiểu Về Trái Tim (Tái Bản 2019) - Minh Niệm,128000,158000,4.8,3709,Minh Niệm,36739,available,316,Sách tiếng Việt,First News - Trí Việt,Bìa mềm,480,11/01/19 0:00,,2019,
32490132,Một Đời Như Kẻ Tìm Đường,140000,175000,5,243,Phan Văn Trường,1825,available,316,Sách tiếng Việt,NXB Trẻ,Bìa mềm,416,09/01/19 0:00,,2019,
13419678,Sách Đi Tìm Lẽ Sống (Tái Bản ),67000,88000,4.8,2482,Viktor Emil Frankl,23324,available,316,Sách tiếng Việt,First News - Trí Việt,Bìa mềm,224,04/01/19 0:00,,2019,
8886007,Ngàn Mặt Trời Rực Rỡ (Tái Bản),107900,130000,5,64,Khailed Hosseini,364,available,316,Sách tiếng Việt,Nhã Nam,Bìa mềm,0,12/01/18 0:00,,2018,
7982628,Suối Nguồn (Tái Bản),289000,380000,4.8,1462,Ayn Rand,13171,available,67996,Tiểu Thuyết Phương Đông,NXB Trẻ,Bìa mềm,1200,12/01/18 0:00,,2018,
7833728,Dạy Con Làm Giàu (Tập 1) - Để Không Có Tiền Vẫn Tạo Ra Tiền - Cha Giàu Cha Nghèo (Tái Bản),49000,80000,4.8,3572,Robert T. Kiyosaki,38342,available,316,Sách tiếng Việt,NXB Trẻ,Bìa mềm,193,11/29/18 9:00,,2018,
4780917,Người Đua Diều (Tái Bản 2018),99100,129000,4.8,2687,Khaled Hosseini,22427,available,67996,Tiểu Thuyết Phương Đông,Nhã Nam,Bìa mềm,460,09/20/18 0:00,,2018,
3304875,Điều Kỳ Diệu Của Tiệm Tạp Hóa NAMIYA (Tái Bản),87100,105000,5,257,Higashino Keigo,1244,available,67999,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,Nhã Nam,Bìa mềm,358,07/07/18 9:10,,2018,
394473,Giấy Photo IK Plus A4 DL70,80000,80000,5,43,Không rõ,354,available,1908,Giấy in - Fax - Photo,Không rõ,,0,,,,
277464359,(Tập Thơ) NGƯỜI LÀ MỘT BÓNG CHIM KHUÊ TÚ - Nguyễn Thiên Ngân – Phục Hưng Books,385000,385000,5,8,Không rõ,264,available,446,Thơ,Công ty TNHH Sách Phục Hưng,,0,03/03/25 0:00,,2025,
276313958,Vẻ Đẹp Của Cảnh Sắc Tầm Thường,164500,235000,5,43,Đặng Hoàng Giang,887,available,67944,Sách Chữa Lành,Alphabooks,Tùy chọn phiên bản bìa cứng hoặc bìa mềm,400,,2024,2024,
275599939,Sưởi Ấm Mặt Trời: Tập 2 Của Cây Cam Ngọt,88000,160000,5,132,José Mauro de Vasconcelos,2206,available,6750,Truyện dài,Nhã Nam,Bìa mềm,376,,2024,2024,
275362670,Sakamoto Days Sát thủ huyền thoại,39000,45000,5,34,Yuto Suzuki,1191,available,2,Root,NXB Trẻ,Bìa mềm,192,06/28/24 0:00,,2024,
274845339,Đắc Nhân Tâm,55900,86000,5,2,Dale Carnegie,213,available,871,Sách tư duy - Kỹ năng sống,Alphabooks,Bìa mềm,368,04/15/24 0:00,,2024,
274649745,Luật Tâm Thức – Vũ Trụ Nhất Nguyên Luận,210000,288000,4.7,114,Ngô Sa Thạch,1720,available,886,Lĩnh vực khác,Skybooks,Bìa mềm,480,,2024,2024,
270546273,Combo Tư Duy Ngược + Tư Duy Mở (Nguyễn Anh Dũng) SBOOKS ,135000,276000,4.7,181, Nguyễn Anh Dũng,3156,available,8322,Nhà Sách Tiki,SBOOKS,,416,07/22/23 10:41,,2023,
270504803,4 Nguyên Tắc Thực Thi (The 4 Disciplines Of Execution),153100,205000,5,17,Sean Covey,659,available,2,Root,Viện Quản Lý P.A.C.E,Bìa cứng,400,,2025,2025,
270234757,Xứ Sở Miên Man,155000,220000,5,127,Jun Phạm (365 Band),1823,available,1754,Văn học thiếu nhi,Skybooks,Bìa mềm,264,01/01/23 0:00,,2023,
252884778,Móc Khóa 9 Mèo  Bộ Siêu Tập Key Chain_ Hàng Chính Hãng,59000,59000,0,0,Không rõ,23,available,8265,Móc Khóa,Không rõ,,0,,,,
249876840,"Beartown - Thị trấn nhỏ, giấc mơ lớn",160000,210000,5,92,Fredrik Backman,1071,available,6750,Truyện dài,NXB Trẻ,Bìa mềm,604,04/12/23 0:00,,2023,
249875170,Hai số phận (bìa cứng),169000,235000,5,288,Jeffrey Archer,2211,available,67997,Tiểu Thuyết Phương Tây,Huy Hoàng Bookstore,Bìa cứng,768,03/14/23 0:00,,2023,
249875150,Hai số phận (bìa mềm),149000,195000,5,167,Jeffrey Archer,1770,available,67997,Tiểu Thuyết Phương Tây,Huy Hoàng Bookstore,Bìa mềm,768,03/14/23 0:00,,2023,
196411152,"The Mountain Is You - Nếu Không Giải Quyết Vấn Đề, Bạn Sẽ Trở Thành Vấn Đề",97400,148000,4.7,60,Brianna Wiest,808,available,2,Root,BIZBOOKS,Bìa mềm,303,08/08/22 0:00,,2022,
195801321,The One Thing - Điều Ý Nghĩa Nhất (Tái Bản 2022),77300,119000,4.8,95,Jay Papasan Gary Keller,2129,available,871,Sách tư duy - Kỹ năng sống,Alphabooks,Bìa mềm,260,08/01/22 0:00,,2022,
190843478,COMBO 4 - (TRÍ TUỆ CỦA NGƯỜI XƯA - ĐẠO LÝ NGƯỜI XƯA - HIỂU NGƯỜI để DÙNG NGƯỜI - CỔ HỌC TINH HOA) - MINH TRIẾT PHƯƠNG ĐÔNG,495000,582000,4.5,2,Không rõ,9,available,67895,Triết Học phương Đông,SBOOKS,Bìa mềm,1323,07/13/22 0:03,,2022,
190238356,Kỷ Luật Bản Thân,117180,189000,4.7,220,Richard Guare,3537,available,871,Sách tư duy - Kỹ năng sống,1980 Books,Bìa mềm,396,07/07/22 0:00,,2022,
187827003,Không Diệt Không Sinh Đừng Sợ Hãi (TB5),82600,110000,5,1848,Thích Nhất Hạnh,29275,available,2,Root,Saigon Books,Bìa mềm,224,06/01/22 0:00,,2022,
179063564,Tôi Tự Học,94600,120000,5,256,Thu Giang Nguyễn Duy Cần,3362,available,871,Sách tư duy - Kỹ năng sống,NXB Trẻ,Bìa mềm,392,01/01/22 0:00,,2022,
170708219,Đừng Bao Giờ Chia Đôi Lợi Ích Trong Mọi Cuộc Đàm Phán,116350,179000,5,85,Chris Voss,1570,available,871,Sách tư duy - Kỹ năng sống,Alphabooks,Bìa mềm,420,03/03/22 0:00,,2022,
154245455,Combo 2 Cuốn Nghiền Từ Vựng Tiếng Anh: Học Qua Gốc Từ Bằng Hình Ảnh - Gốc Từ Là Bí Quyết Để Ghi Nhớ Hàng Nghìn Từ Vựng,180000,270000,5,291,Kenji Shimizu,2481,available,67859,Từ Vựng Tiếng Anh,Megabook,Bìa mềm,608,01/01/22 0:00,,2022,
120219394,Tôi Nói Gì Khi Nói Về Chạy Bộ,64600,76000,5,16,Haruki Murakami,145,available,67999,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,Nhã Nam,Bìa mềm,235,08/15/21 0:00,,2021,
107802183,Sách Sức Mạnh Tiềm Thức (Tái Bản) (Bìa Mềm),99800,128000,5,141,Joseph Murphyc,1604,available,316,Sách tiếng Việt,First News - Trí Việt,Bìa mềm,336,06/01/21 0:00,,2021,
106863963,Tâm Lý Học - Phác Họa Chân Dung Kẻ Phạm Tội,145000,145000,5,613,Diệp Hồng Vũ,2506,available,316,Sách tiếng Việt,BeBooks,Bìa mềm,280,06/12/21 0:00,,2021,
95289208,Người Bà Tài Giỏi Vùng Saga,102400,128000,5,78,Yoshichi Shimada,376,available,67999,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,Huy Hoàng Bookstore,Bìa mềm,216,05/01/21 0:00,,2021,
90056907,Khởi Nghiệp Tinh Gọn (The Lean Startup) (Tái Bản),132000,165000,4.6,15,Eric Ries,99,available,372,Sách khởi nghiệp,Viện Quản lý PACE,Bìa cứng,336,04/01/21 0:00,,2021,
85923342,Minh Triết Trong Ăn Uống Của Phương Đông (Tái Bản),118000,168000,5,253,Ngô Đức Vượng,3744,available,316,Sách tiếng Việt,First News - Trí Việt,Bìa mềm,128,03/01/21 0:00,,2021,
77982982,Trí Tuệ Xúc Cảm,153200,199000,4.8,50,Daniel Goleman,253,available,316,Sách tiếng Việt,Alphabooks,Bìa mềm,468,02/24/21 9:30,,2021,
52789367,Nhà Giả Kim (Tái Bản 2020),62400,79000,5,1014,Paulo Coelho,5041,available,67994,Tác Phẩm Kinh Điển Nước Ngoài,Nhã Nam,Bìa mềm,228,04/01/20 0:00,,2020,
52788072,Chiến Binh Cầu Vồng (Tái Bản 2020),90400,109000,4.8,123,Andrea Hirata,708,available,67997,Tiểu Thuyết Phương Tây,Nhã Nam,Bìa mềm,428,04/01/20 0:00,,2020,
40933971,Một Đời Thương Thuyết (Tái Bản),91800,135000,5,371,Phan Văn Trường,3573,available,316,Sách tiếng Việt,NXB Trẻ,Bìa mềm,336,,,2020,
37887031,Hiểu Nghèo Thoát Nghèo (Tái Bản),144000,160000,5,9,Abhijit V. Banerjee,40,available,316,Sách tiếng Việt,NXB Trẻ,Bìa mềm,444,10/01/19 0:00,,2019,
31509726,Làm Bạn Với Bầu Trời (Bìa Mềm) (Tặng Kèm Khung Ảnh Số Lượng Có Hạn),74100,110000,5,2173,Nguyễn Nhật Ánh,28232,available,316,Sách tiếng Việt,NXB Trẻ,Bìa mềm,220,01/09/19 0:00,,2019,
16284286,Tuổi Thơ Dữ Dội - Tập 1 (Tái Bản),64000,80000,5,52,Phùng Quán,308,available,316,Sách tiếng Việt,Nhà Xuất Bản Kim Đồng,Bìa mềm,400,05/01/19 0:00,,2019,
12053550,Feynman Chuyện Thật Như Đùa (Tái Bản),195000,220000,4.8,153,Richard P. Feynman,1201,available,316,Sách tiếng Việt,NXB Trẻ,Bìa mềm,440,03/03/19 0:00,,2019,
10095276,Ikigai - Bí Mật Sống Trường Thọ Và Hạnh Phúc Của Người Nhật,81000,90000,4.8,17,Ken Mogi,180,available,316,Sách tiếng Việt,Nhã Nam,Bìa mềm,199,01/01/19 0:00,,2019,
3639597,Bước Chậm Lại Giữa Thế Gian Vội Vã (Tái Bản),70100,100000,4.8,4019,Hae Min,48898,available,67999,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,Nhã Nam,Bìa mềm,256,01/01/18 0:00,,2018,
3082815,Tự Truyện Benjamin Franklin (Tái Bản),74200,109000,4.8,577,Benjamin Franklin,4187,available,316,Sách tiếng Việt,Omega Plus,Bìa mềm,238,01/01/18 0:00,,2018,
540039,Giáo Trình Chuẩn HSK 1 - Bài Học (Kèm file MP3),145000,198000,4.8,945,Khương Lệ Bình,8178,available,8322,Nhà Sách Tiki,Nhân Trí Việt,Bìa mềm,144,08/25/16 0:00,,2016,
277585864,Co - Intellgence - Trí Tuệ Đồng Hành  - Kỷ nguyên sống và làm việc cùng AI,136800,190000,0,0,Ethan Mollick,42,available,871,Sách tư duy - Kỹ năng sống,Saigon Books,Bìa mềm,300,03/20/25 0:00,,2025,
277164014,Lưu Thông Máu Tốt Hóa Giải Bách Bệnh,77350,119000,5,247,Akiyoshi Horie,3464,available,316,Sách tiếng Việt,Thái Hà,Bìa mềm,252,05/01/21 0:00,,2021,
276959919,Hẹn Nhau Tháng Tám,110000,139000,4.7,3,Gabriel García Márquez,32,available,67997,Tiểu Thuyết Phương Tây,Nhã Nam,Bìa cứng,110,03/01/25 0:00,,2025,
276949979,"Đọc Ngôn Sứ, nói về Yêu",89100,135000,5,1,Osho,32,available,67946,Sách tâm lý học - khác,Công ty Cổ phần Văn hóa và Công nghệ Tuệ Tri,Bìa mềm,252,12/31/24 0:00,,2024,
276546963,Agatha Christie. Tuyển tập kỳ án của Poirot,79900,105000,5,26,Agatha Christie,310,available,664,Truyện trinh thám,NXB Trẻ,Bìa mềm,240,11/13/24 0:00,,2024,
276388548,Tư Duy Nhanh Và Chậm (Tái Bản),174850,269000,4.7,195,Daniel Kahneman,2973,available,316,Sách tiếng Việt,Alphabooks,Bìa mềm,612,12/12/22 0:00,,2022,
276019606,Không Gia Đình (Tái Bản),117000,160000,5,139,Hector Malot,879,available,316,Sách tiếng Việt,Huy Hoàng Bookstore,Bìa mềm,612,11/01/21 0:00,,2021,
275316345,"AI 5.0 – Nhanh Hơn, Dễ Hơn, Rẻ Hơn, Chính Xác Hơn",146000,209000,4,7,Ajay Agrawal,526,available,871,Sách tư duy - Kỹ năng sống,1980 Books,Bìa mềm,432,06/01/24 0:00,,2024,
274468053,Cánh Tư - Fourth Wing,205000,315000,5,112,Rebecca Yarros,867,available,840,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,NXB Trẻ,Bìa mềm,824,03/21/24 0:00,,2024,
