id,name,price,original_price,rating_average,review_count,author,quantity_sold,inventory_status,Công ty phát hành,Loại bìa,Số trang,Ngày xuất bản,main_category,sub_category_1,sub_category_2,sub_category_3,sub_category_4,page_range,quantity_range,rating_range
276525602,Bà nội găngxtơ tái xuất!,123000,155000,5,4,David Walliams,63,available,Nhã Nam,Bìa mềm,348,,Sách tiếng Việt,Sách thiếu nhi,Văn học thiếu nhi,,,1-500,0-2500,5 sao
275014414,Massage Kinh Lạc Huyệt Vị Toàn Thư (Tái Bản),162000,218000,5,54,Tra Vĩ,465,available,VanLangBooks,Bìa mềm,376,04/01/22,Sách tiếng Việt,Sách Y Học,Sách Y Học Cổ Truyền,,,1-500,0-2500,5 sao
274925344,Sách - Hạnh phúc đủ làm chủ cuộc đời,369000,369000,5,3,nhieu tac gia,143,available,Công ty cổ phần tổ chức đào tạo WiT,Bìa mềm,252,05/01/20,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,0-2500,5 sao
274921961,Những biên bản cuối cùng tại Nhà Trắng: Phút sụp đổ của Việt Nam Cộng Hòa,120150,135000,5,1,nhieu tac gia,10,available,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,Bìa mềm,159,05/31/22,Sách tiếng Việt,Sách Lịch sử,Lịch Sử Thế Giới,,,1-500,0-2500,5 sao
274242104,Bắt trẻ đồng xanh,83000,100000,5,9,J. D. Salinger,211,available,Nhã Nam,Bìa mềm,328,,Sách tiếng Việt,Sách văn học,Tác phẩm kinh điển,Tác Phẩm Kinh Điển Nước Ngoài,,1-500,0-2500,5 sao
273958138,Nỗi Đau Này Không Thuộc Về Bạn,150000,188000,5,2,Mark Wolynn,115,available,First News - Trí Việt,Bìa mềm,388,12/01/23,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,0-2500,5 sao
272582668,Thời đại AI: Và tương lai loài người chúng ta,90000,120000,0,0,Nhiều tác giả,0,available,NXB Trẻ,Bìa mềm,220,10/09/23,Sách tiếng Việt,Sách kinh tế,Sách kinh tế học,Sách kinh tế học - khác,,1-500,0-2500,0 sao
271782938,Sách Kỹ Thuật Ngành Sơn,140000,140000,4.6,7,Lê Duy Nghĩa,153,available,Nhà Xuất Bản Công An Nhân Dân,Bìa mềm,168,07/17/23,Sách tiếng Việt,Sách Khoa Học - Kỹ Thuật,Sách kỹ thuật,Kỹ Thuật khác,,1-500,0-2500,4 sao
271199015,"Thân Ai Nấy Lo – Sự thật về tình yêu, tình thân và bản chất con người",114000,165000,5,15,Eric Barker,238,available,Ecoblader,Bìa mềm,288,01/01/23,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,0-2500,5 sao
270744149,Lớp Học Mật Ngữ - Phiên Bản Mới - Tập 2,25000,25000,5,3,B.R.O,83,available,Hoa Học Trò,Bìa mềm,Không rõ,,Sách tiếng Việt,Sách thiếu nhi,Truyện tranh thiếu nhi,,,Không rõ,0-2500,5 sao
270660457,Làm Chủ Giọng Nói Trong Đầu,64000,95000,4.7,201,Blair Singer,6146,available,NXB Trẻ,Bìa mềm,256,,Sách tiếng Việt,Sách kinh tế,Sách kỹ năng làm việc,,,1-500,5000-10000,4 sao
221228338,Combo 5 Ream Giấy Flexoffice A4 70 gsm - IK COPY PP-02 (500 TỜ/REAM),345000,550000,4.8,69,Không rõ,658,available,Không rõ,Không có,Không rõ,,Văn phòng phẩm,Sản phẩm về giấy,Giấy in,Giấy in - Fax - Photo,,Không rõ,0-2500,4 sao
207005202,"Sách The Simple Path To Wealth: Con đường đi đến sự giàu có - Bản đồ dẫn dắt bạn trên con đường tự chủ tài chính và cuộc sống tự do, thịnh vượng - Happy Live",299000,299000,4.7,35,Không rõ,280,available,CÔNG TY TNHH HAPPY LIVE,Bìa cứng,276,11/18/22,Sách tiếng Việt,Sách kinh tế,Sách tài chính,Sách tài chính - khác,,1-500,0-2500,4 sao
196515659,Harry Potter Và Chiếc Cốc Lửa (Tái Bản 2022),236000,310000,5,79,J.K.Rowling,621,available,NXB Trẻ,Bìa mềm,922,08/08/22,Sách tiếng Việt,Sách văn học,Truyện dài,,,500-1000,0-2500,5 sao
182972777,Rồng Đỏ,108000,135000,4.8,85,Thomas Harris,511,available,Nhã Nam,Bìa mềm,404,01/01/22,Sách tiếng Việt,Sách văn học,Truyện trinh thám,,,1-500,0-2500,4 sao
179546078,Luật Hấp Dẫn - Quy Luật Về Sức Mạnh Tâm Trí Và Phát Huy Năng Lượng Tích Cực Để Làm Chủ Định Mệnh,96900,139000,4.7,194,Prentice Mulford,2667,available,1980 Books,Bìa mềm,272,04/01/22,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,2500-5000,4 sao
172079749,Tiền Đẻ Ra Tiền: Đầu Tư Tài Chính Thông Minh - Bizbooks - Sách hay mỗi ngày ,111200,139000,5,4,Không rõ,44,available,BIZBOOKS,Không có,Không rõ,,Sách tiếng Việt,Sách kinh tế,Sách tài chính,Đầu tư,,Không rõ,0-2500,5 sao
148697900,"Keo dán đa năng trên mọi chất liệu bề mặt 50ML an toàn cho người dùng-Keo dán ron, dán viền, dán màn hình cảm ứng điện thoại...",69000,69000,4.3,37,Không rõ,164,available,Không rõ,Không có,Không rõ,,Văn phòng phẩm,Dụng Cụ Văn Phòng,Keo Hồ,Keo hồ dán đa năng,,Không rõ,0-2500,4 sao
143226162,Tỷ Phú Bán Giày (Tái Bản),117500,159000,4.8,123,Tony Hsieh,1424,available,Alphabooks,Bìa mềm,367,11/11/21,Sách tiếng Việt,Sách kinh tế,Bài học kinh doanh,,,1-500,0-2500,4 sao
124767703,Cân Bằng Cảm Xúc Cả Lúc Bão Giông (Tặng Kèm Bookmark)(Tái Bản),86100,105000,5,91,Richard Nicholls,789,available,Skybooks,Bìa mềm,336,09/01/21,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,0-2500,5 sao
121185870,Và Rồi Núi Vọng,133200,148000,4.5,2,Khaled Hosseini,20,available,Nhã Nam,Bìa mềm,512,09/01/21,Sách tiếng Việt,Sách văn học,Tiểu Thuyết,Tiểu Thuyết Phương Tây,,500-1000,0-2500,4 sao
93327797,Tư Duy Nhanh Và Chậm (Tái Bản),215200,269000,5,45,Daniel Kahneman,289,available,Alphabooks,Bìa mềm,612,04/15/21,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,500-1000,0-2500,5 sao
77105703,Lão Tử Tinh Hoa (Ts Thu Giang)(Tái Bản),82600,95000,5,15,Nguyễn Duy Cần,74,available,NXB Trẻ,Bìa mềm,218,02/01/20,Sách tiếng Việt,Sách Kiến Thức Tổng Hợp,Sách giáo dục,,,1-500,0-2500,5 sao
75829071,Ngàn Năm Áo Mũ (Tái Bản),244000,320000,5,317,Trần Quang Đức,1440,available,Nhã Nam,Bìa mềm,400,01/01/21,Sách tiếng Việt,Sách Văn Hóa - Địa Lý - Du Lịch,Sách Phong Tục - Tập Quán,Sách Phong Tục - Tập Quán Việt Nam,,1-500,0-2500,5 sao
52785564,Dịch Hạch (Nobel Văn Chương 1957),116100,129000,4.6,18,Albert Camus,91,available,Nhã Nam,Bìa mềm,392,04/01/20,Sách tiếng Việt,Sách văn học,Tác phẩm kinh điển,Tác Phẩm Kinh Điển Nước Ngoài,,1-500,0-2500,4 sao
50685547,Bản Đồ,279000,345000,4.8,960,Aleksandra Mizielińska,6186,available,Nhã Nam,Bìa cứng,108,03/02/20,Sách tiếng Việt,Sách thiếu nhi,Kiến thức - Bách khoa,,,1-500,5000-10000,4 sao
49722650,12 Quy Luật Cuộc Đời: Thần Dược Cho Cuộc Sống Hiện Đại,225000,300000,4.7,84,Jordan B. Peterson,489,available,Saigon Books,Bìa mềm,496,02/03/20,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,0-2500,4 sao
38436486,Chuộc Tội,95000,108000,4.8,73,Minato Kanae,366,available,Nhã Nam,Bìa mềm,284,10/01/19,Sách tiếng Việt,Sách văn học,Truyện trinh thám,,,1-500,0-2500,4 sao
1697193,Đời Nhẹ Khôn Kham,126400,129000,4.6,22,Milan Kundera,108,available,Nhã Nam,Bìa mềm,480,03/03/18,Sách tiếng Việt,Sách văn học,Tiểu Thuyết,Tiểu Thuyết Phương Tây,,1-500,0-2500,4 sao
1639671,Ngay Bây Giờ Hoặc Không Bao Giờ (Tái Bản),55300,79000,0,0,J. S. Scott,0,available,Alphabooks,Bìa mềm,142,03/14/18,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,0-2500,0 sao
441373,Những Cuộc Phiêu Lưu Của Tom Sawyer (Đinh Tị),75600,89000,4.8,26,Mark Twain,116,available,Đinh Tị,Bìa mềm,430,07/13/15,Sách tiếng Việt,Sách văn học,Tác phẩm kinh điển,Tác Phẩm Kinh Điển Nước Ngoài,,1-500,0-2500,4 sao
277617620,Đại thắng mùa xuân năm 1975. Bản hùng ca chiến thắng thời đại Hồ Chí Minh - bản in 2025,203280,231000,0,0,Không rõ,0,available,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,Bìa mềm,Không rõ,04/18/25,Sách tiếng Việt,Sách Lịch sử,Lịch Sử Việt Nam,,,Không rõ,0-2500,0 sao
277614419,Claymore 10: Loạn Chiến Phương Bắc (Truyện Tranh NXB Trẻ),38000,40000,0,0,Không rõ,5,available,NXB Trẻ,Bìa mềm,190,,Sách tiếng Việt,"Truyện Tranh, Manga, Comic",,,,1-500,0-2500,0 sao
277468778,Sách - Attack On Titan - Tập 25 - Tặng Kèm Bìa Hai Mặt,45600,48000,0,0,Hajime Isayama,31,available,NXB Trẻ,Bìa mềm,Không rõ,12/21/23,Sách tiếng Việt,"Truyện Tranh, Manga, Comic",,,,Không rõ,0-2500,0 sao
277360085,Sách Tiểu Thuyết Trinh Thám - Vụ Án Mèo Ba Tư - Erle Stanley Gardner,91000,130000,4.5,2,Erle Stanley Gardner,19,available,Phuc Minh Books,Bìa mềm,287,,Sách tiếng Việt,Sách văn học,Truyện trinh thám,,,1-500,0-2500,4 sao
277316251,Sách  Combo 2 Cuốn : Hoàng Lê Nhất Thống Chí + Hiền Tài Thay Đổi Quốc Gia - SBOOKS,150000,276000,0,0,Ngô Tất Tố,19,available,SBOOKS,Bìa mềm,835,02/11/25,Sách tiếng Việt,Sách Lịch sử,Lịch Sử Việt Nam,,,500-1000,0-2500,0 sao
276944793,Những Điệp Viên May Mắn (Tái bản năm 2024),69800,105000,5,3,Nguyễn Văn Tàu,31,available,NXB Trẻ,Bìa mềm,208,,Sách tiếng Việt,Sách văn học,Phóng sự - Ký sự - Bút ký,Phóng Sự - Ký Sự,,1-500,0-2500,5 sao
276679043,Phù thủy ngôn từ Thành thạo kỹ năng giao tiếp để chinh phục bất cứ ai,179200,224000,0,0,Không rõ,18,available,BIZBOOKS,Không có,Không rõ,,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,Không rõ,0-2500,0 sao
276361235,Chính Bắc (Discover Your True North) - Khám Phá Ra “Chiếc La Bàn Nội Tâm” Của Chính Mình Để Dẫn Dắt Bản Thân Nhằm Trở Thành Nhà Lãnh Đạo Đích Thực,157000,225000,5,51,Bill George,727,available,Viện Quản lý PACE,Bìa cứng,340,01/01/22,Sách tiếng Việt,Sách kinh tế,Sách quản trị nhân lực,,,1-500,0-2500,5 sao
275882947,Văn học kinh điển. Vầng trăng và sáu xu,145000,190000,4.2,5,Evelyn Waugh,83,available,NXB Trẻ,Bìa mềm,328,08/19/24,Sách tiếng Việt,Sách văn học,Tác phẩm kinh điển,Tác Phẩm Kinh Điển Nước Ngoài,,1-500,0-2500,4 sao
275698427,Cục Điều Tra Thi Thể –Truy Tìm Bằng Chứng Thép,114000,149000,4.8,43,Cửu Trích Thủy,319,available,BeBooks,Bìa mềm,320,,Sách tiếng Việt,Sách văn học,Truyện trinh thám,,,1-500,0-2500,4 sao
275354841,5 Phương Pháp Học Tập Của Elon Musk - Những Điều Bình Thường Tạo Nên Con Người Phi Thường,145000,186000,5,7,Không rõ,130,available,Fahasa,Không có,Không rõ,,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,Không rõ,0-2500,5 sao
274594256,Để có một tương lai tài chính tươi sáng,145000,190000,5,3,Robert T. Kiyosaki,66,available,NXB Trẻ,Bìa mềm,440,03/29/24,Sách tiếng Việt,Sách kinh tế,Sách kinh tế học,,,1-500,0-2500,5 sao
274165378,Bảng Tóm Tắt Hàm Excel Thông Dụng  - Ứng Dụng Văn Phòng - Tác giả Nguyễn Quang Vinh,39000,39000,4,1,Nguyễn Quang Vinh,107,available,Accord Publishing,Không có,Không rõ,,Sách tiếng Việt,Sách Kiến Thức Tổng Hợp,Sách giáo dục,,,Không rõ,0-2500,4 sao
273718675,Sao chúng ta lại ngủ - Why We Sleep (Tái bản),249000,249000,0,0,Matthew Walker PhD,1,available,Hải Đăng,Bìa mềm,488,12/26/23,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,0-2500,0 sao
272430555,Tật xấu người Việt,117000,149000,4.7,42,Di Li,773,available,Nhã Nam,Bìa mềm,384,,Sách tiếng Việt,Sách văn học,Truyện ngắn - Tản văn - Tạp Văn,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,,1-500,0-2500,4 sao
272382710,Lớp Học Mật Ngữ - Phiên Bản Mới - Tập 4,25000,25000,5,4,B.R.O,52,available,Hoa Học Trò,Bìa mềm,Không rõ,,Sách tiếng Việt,Sách thiếu nhi,Truyện tranh thiếu nhi,,,Không rõ,0-2500,5 sao
270744256,Lớp Học Mật Ngữ - Phiên Bản Mới - Tập 3,25000,25000,5,4,B.R.O,69,available,Hoa Học Trò,Bìa mềm,Không rõ,,Sách tiếng Việt,Sách thiếu nhi,Truyện tranh thiếu nhi,,,Không rõ,0-2500,5 sao
235728500,"Agatha Christie. Hickory, Hickory, Oẳn Tù Tì",96500,130000,5,36,Agatha Christie,399,available,NXB Trẻ,Bìa mềm,284,03/03/23,Sách tiếng Việt,Sách văn học,Truyện trinh thám,,,1-500,0-2500,5 sao
215123440,Quả táo thần kỳ của Kimura (Tái bản),75100,99000,5,23,Takuji Ishikawa,268,available,Thái Hà,Bìa mềm,279,12/01/22,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,0-2500,5 sao
200780115,Kinh tế học cho thanh thiếu niên,113000,150000,5,26,Lara Bryan,415,available,Nhã Nam,Bìa mềm,126,10/01/22,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,0-2500,5 sao
196142087,Thay Đổi Một Suy Nghĩ Thay Đổi cả Cuộc Đời,106000,160000,5,19,Hoàng Khải Đoàn,284,available,Minh Long,Bìa mềm,400,05/25/23,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,0-2500,5 sao
192948869,Điệp Viên Hoàn Hảo X6 - Phạm Xuân Ẩn,151300,178000,5,1,Larry Berman,15,available,FIRST NEWS,Không có,Không rõ,,Sách tiếng Việt,Sách văn học,Tiểu sử - Hồi ký,,,Không rõ,0-2500,5 sao
190843397,COMBO 4 - (TRÍ TUỆ CỦA NGƯỜI XƯA - ĐẠO LÝ NGƯỜI XƯA - HIỂU NGƯỜI để DÙNG NGƯỜI - CỔ HỌC TINH HOA) - MINH TRIẾT PHƯƠNG ĐÔNG,495000,582000,0,0,Không rõ,6,available,SBOOKS,Bìa mềm,1323,07/13/22,Sách tiếng Việt,Sách Kiến Thức Tổng Hợp,Triết Học,Triết Học phương Đông,,1000-1500,0-2500,0 sao
186290796,Còn chút gì để nhớ (Tái Bản 2022),28000,43000,5,125,Nguyễn Nhật Ánh,1113,available,NXB Trẻ,Bìa mềm,220,06/01/22,Sách tiếng Việt,Sách văn học,Truyện ngắn - Tản văn - Tạp Văn,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,,1-500,0-2500,5 sao
186265462,Nghĩ Lớn Để Thành Công (Tái Bản 2022),113000,142000,5,20,Donald J. Trump,316,available,First News - Trí Việt,Không có,352,06/06/22,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,0-2500,5 sao
184101365,Thiết Kế Giải Pháp Giá Trị (Tái Bản 2022),223000,339000,4.7,35,Nhiều tác giả,518,available,Alphabooks,Bìa mềm,339,05/05/22,Sách tiếng Việt,Sách kinh tế,Sách Marketing - Bán hàng,,,1-500,0-2500,4 sao
140120577,"Súng, Vi Trùng Và Thép: Định Mệnh Của Các Xã Hội Loài Người (Tái Bản 2021)",269000,299000,0,0,Jared Diamond ,0,available,Alpha Books,Bìa mềm,660,,Sách tiếng Việt,Sách Lịch sử,Lịch Sử Thế Giới,,,500-1000,0-2500,0 sao
111582631,Cái Dũng Của Thánh Nhân (Thu Giang Nguyễn Duy Cần) (Tái Bản),74600,90000,5,247,Thu Giang Nguyễn Duy Cần,2569,available,NXB Trẻ,Bìa mềm,168,07/15/21,Sách tiếng Việt,Sách Kiến Thức Tổng Hợp,Sách giáo dục,,,1-500,2500-5000,5 sao
105356995,Bìa đựng hồ sơ 40 lá sức chứa 200 tờ A4 80 gsm Thiên Long Flexoffice FO-DB008,42000,60600,5,42,Không rõ,714,available,Không rõ,Không có,Không rõ,,Văn phòng phẩm,Dụng Cụ Văn Phòng,File Hồ Sơ - Bìa Hồ Sơ,Bìa lá,,Không rõ,0-2500,5 sao
100947274,Tìm Bình Yên Trong Gia Đình (Tái Bản),71700,99000,5,194,Thích Nhất Hạnh,2616,available,Thái Hà,Bìa mềm,302,05/01/21,Sách tiếng Việt,Sách kỹ năng sống,Sách kỹ năng mềm,Nghệ thuật sống,,1-500,2500-5000,5 sao
76176359,Logic Của Tâm Trí,152100,179000,5,6,Michael Lewis,35,available,Alphabooks,Bìa mềm,360,01/01/21,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,0-2500,5 sao
60201076,Thùng 5 reams giấy Double A A4 định lượng 70gsm,440000,440000,5,1,Không rõ,27,available,Không rõ,Không có,Không rõ,,Văn phòng phẩm,Sản phẩm về giấy,Giấy in,Giấy in - Fax - Photo,,Không rõ,0-2500,5 sao
53720978,"Trong Cái Không Có Gì Không ? (Thiền Sư Thích Nhất Hạnh Trả Lời Cho Trẻ Em Những Thắc Mắc Về Ý Nghĩa Cuộc Sống, Về Cái Chết, Về Gia Đình, Bạn Bè Và Nhiều Câu Hỏi Khác)",129600,160000,5,142,Thích Nhất Hạnh,1072,available,NXB Kim Đồng,Bìa cứng,72,04/04/20,Sách tiếng Việt,Sách kỹ năng sống,Sách kỹ năng mềm,Nghệ thuật sống,,1-500,0-2500,5 sao
44911510,Kẻ Ác Cạnh Bên,119000,119000,4.8,20,Uông Xuân Vy,120,available,TGM Books,Bìa mềm,272,12/01/19,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,0-2500,4 sao
28449505,Từ Điển Oxford Anh - Việt (Hơn 350.000 Từ) (Bìa Mềm Màu Trắng),154440,198000,4.8,79,Không rõ,599,available,MCBOOKS,Bìa mềm,1570,08/07/18,Sách tiếng Việt,Từ Điển,Từ Điển Tiếng Anh,Từ Điển Anh - Việt,,1500+,0-2500,4 sao
19948893,Chạm Tay Hóa Vàng (Tái Bản),100000,125000,5,2,Donald J.Trump,10,available,NXB Trẻ,Bìa mềm,181,06/01/19,Sách tiếng Việt,Sách kinh tế,Sách doanh nhân,,,1-500,0-2500,5 sao
10767515,Phân Tâm Học Nhập Môn,151000,159000,5,23,Sigmund Freud,114,available,Nhã Nam,Bìa mềm,Không rõ,02/01/19,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,Không rõ,0-2500,5 sao
8121460,Giáo Trình Hán Ngữ 1 - Tập 1 - Quyển Thượng (Phiên Bản Mới),54735,66750,5,15, Đại Học Ngôn Ngữ Bắc Kinh,499,available,MCBOOKS,Bìa mềm,179,,Sách tiếng Việt,Sách Học Ngoại Ngữ,Sách Học Tiếng Hoa,Giáo trình Hán ngữ,,1-500,0-2500,5 sao
5914507,Quân Vương (Tái Bản),57800,68000,5,14,Machiavelli,88,available,Nhã Nam,Bìa mềm,215,10/11/18,Sách tiếng Việt,Sách văn học,Tiểu sử - Hồi ký,,,1-500,0-2500,5 sao
1353607,Con Mèo Giữa Đám Bồ Câu,99000,110000,4.6,14,Agatha Christie,56,available,NXB Trẻ,Bìa mềm,318,01/01/18,Sách tiếng Việt,Sách văn học,Tiểu Thuyết,Tiểu Thuyết Phương Tây,,1-500,0-2500,4 sao
277619593,"Tạp chí Kiến Trúc và Đời Sống số 226 (Tháng 4-2025) _ ""Đu trend"" khi làm nhà",35800,35800,0,0,Nhiều,24,available,Công ty TNHH Không Gian Sống Media,Bìa mềm,Không rõ,,Sách tiếng Việt,Tạp Chí - Catalogue,,,,Không rõ,0-2500,0 sao
277604266,Sách - NGƯỜI MẸ ( Minato Kanae),136080,189000,0,0,Minato Kanae,5,available,1980 Books,Bìa cứng,372,,Sách tiếng Việt,Sách văn học,Truyện dài,,,1-500,0-2500,0 sao
277541764,Khúc Bi Ca Của Gã Dân Quê - Hồi Ức Về Một Gia Đình Và Một Nền Văn Hoá Trong Cơn Khủng Hoảng - J.D. Vance - Omega Plus ,169000,199000,0,0,Không rõ,6,available,Omega Plus,Không có,256,,Sách tiếng Việt,Sách văn học,Tiểu sử - Hồi ký,,,1-500,0-2500,0 sao
277485271,"Sách Thuật lãnh đạo ""cây gậy - củ cà rốt"" , 22 Bài học mô hình kinh doanh #huongbook",189000,189000,3,2,Không rõ,24,available,Nhà Sách Hồng Ân,Không có,Không rõ,,Sách tiếng Việt,Sách kinh tế,Bài học kinh doanh,,,Không rõ,0-2500,3 sao
277410869,Vẻ đẹp của cuộc sống - Nhật ký của Krishnamurti,112000,139000,5,1,J. Krishnamurti,21,available,Nhã Nam,Bìa mềm,264,03/12/24,Sách tiếng Việt,Sách kỹ năng sống,Sách kỹ năng mềm,Nghệ thuật sống,,1-500,0-2500,5 sao
277398406,Trao Niềm Tin Và Truyền cảm Hứng,165750,255000,0,0,Stephen M.R. Covey,17,available,Viện Quản lý PACE,Bìa mềm,460,,Sách tiếng Việt,Sách kinh tế,"Sách quản trị, lãnh đạo",,,1-500,0-2500,0 sao
277312187,Sách - Dấu Ấn Hoàng Gia - Tập 16 - Tặng Kèm Postcard,29100,30000,0,0,Chieko Hosokawa,33,available,Nhà Xuất Bản Kim Đồng,Bìa mềm,Không rõ,12/21/23,Sách tiếng Việt,Sách văn học,Tiểu Thuyết,Tiểu Thuyết Phương Tây,,Không rõ,0-2500,0 sao
277228145,Ăn gì không già: Phương pháp khoa học để khỏe mạnh hơn khi già đi,297000,370000,4.7,3,Michael Greger,53,available,NXB Trẻ,Bìa mềm,892,02/05/25,Sách tiếng Việt,Sách Y Học,Sách Y Học Hiện Đại,,,500-1000,0-2500,4 sao
277165601,CFO Quản Trị Tài Chính Công Ty Cổ Phần,546000,780000,5,1,Không rõ,20,available,Công ty TNHH Thương mại Dịch vụ Quảng cáo Nhà sách Kinh Tế,Bìa mềm,763,01/22/25,Sách tiếng Việt,Sách kinh tế,Sách tài chính,Sách tài chính - khác,,500-1000,0-2500,5 sao
276659622,Series các tập Hồ sơ mật - The Top Secret New Edition,155000,170000,4.8,6,Reiko Shimizu,140,available,NXB Trẻ,Bìa mềm,Không rõ,11/15/24,Sách tiếng Việt,"Truyện Tranh, Manga, Comic",,,,Không rõ,0-2500,4 sao
276231114,Logistics và Quản trị chuỗi cung ứng,376000,495000,5,4,"Paul R. Murphy, Jr.",68,available,Saigon Books,Bìa mềm,436,,Sách tiếng Việt,Sách Giáo Khoa - Giáo Trình,Giáo Trình Đại Học - Cao Đẳng,Kinh tế - Tài chính - Quản trị,,1-500,0-2500,5 sao
275992784,Bút lông bảng - White Board Marker Thiên Long WB-03 Plus - Màu mực mới đậm nét hơn,12000,12000,0,0,Không rõ,15,available,Không rõ,Không có,Không rõ,,Văn phòng phẩm,Bút - Viết các loại,Bút lông - Ruột bút lông bảng,Bút lông bảng,,Không rõ,0-2500,0 sao
275972360,Việt Nam: Ngôi Sao Đang Lên Của Châu Á,197000,259000,5,7,Brook Taylor,192,available,Quảng Văn,Bìa mềm,368,,Sách tiếng Việt,Sách Kiến Thức Tổng Hợp,Lĩnh vực khác,,,1-500,0-2500,5 sao
275335272,Những giấc mơ ở hiệu sách Morisaki tập 2,89800,115000,5,25,Yagisawa Satoshi,266,available,Nhã Nam,Bìa mềm,280,,Sách tiếng Việt,Sách văn học,Tiểu Thuyết,Tiểu Thuyết Phương Tây,,1-500,0-2500,5 sao
274050643,The Eye Of The I - Nhận Thức Toàn Vẹn,168500,219000,5,5,Ph.D,115,available,Thái Hà,Không có,432,01/01/23,Sách tiếng Việt,Sách Tôn Giáo - Tâm Linh,Phật giáo,,,1-500,0-2500,5 sao
273587157,Luật Hôn nhân và gia đình (hiện hành),30000,30000,4.8,6,Quốc hội,64,available,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,Bìa mềm,Không rõ,,Sách tiếng Việt,Sách Chính Trị - Pháp Lý,Luật - Văn Bản Luật,Luật Hôn nhân và Gia đình,,Không rõ,0-2500,4 sao
271391596,Lý Thuyết Trò Chơi,161000,179000,0,0,Không rõ,0,available,1980 Books,Không có,Không rõ,,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,Không rõ,0-2500,0 sao
270684095,Bé tập tô màu,11000,16000,0,0,Biên Thùy,19,available,NXB Trẻ,Bìa mềm,16,07/25/23,Sách tiếng Việt,Sách thiếu nhi,Tô màu - Luyện chữ,,,1-500,0-2500,0 sao
247446852,Sức Hút Của Sự Điềm Tĩnh,74000,99000,4.7,66,Ma Nữ Sha Sha,1734,available,Skybooks,Bìa mềm,272,03/01/23,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,0-2500,4 sao
189557807,Trung Châu Tử Vi Đẩu Số - Tam Hợp Phái (Trọn Bộ 2 Tập),510000,680000,4.8,35,Nguyễn Anh Vũ,304,available,Công Ty Sách Thời Đại,Bìa cứng,1765,01/01/18,Sách tiếng Việt,Sách Kiến Thức Tổng Hợp,Sách Chiêm Tinh - Horoscope,Tử Vi,,1500+,0-2500,4 sao
189336449,Xây Dựng Để Trường Tồn - Các Thói Quen Thành Công Của Những Tập Đoàn Vĩ Đại Và Hàng Đầu Thế Giới,150000,185000,5,35,Jim Collins,632,available,NXB Trẻ,Bìa mềm,548,07/07/22,Sách tiếng Việt,Sách kinh tế,Sách kỹ năng làm việc,,,500-1000,0-2500,5 sao
185408437,"Bút Bi Nước Mực Gel Bấm Ngòi 0.5mm Deli - Mực Đen Nhanh Khô, Viết Đều, Trơn Tru, Phù Hợp Văn Phòng Học Sinh - S08-B",6500,11700,4.8,84,Không rõ,1636,available,Không rõ,Không có,Không rõ,,Văn phòng phẩm,Bút - Viết các loại,Bút gel - Bút nước,,,Không rõ,0-2500,4 sao
167614005,Liễu Phàm Tứ Huấn,50000,59000,0,0,Không rõ,25,available,Thái Hà,Không có,Không rõ,,Sách tiếng Việt,Sách kỹ năng sống,Sách kỹ năng mềm,Nghệ thuật sống,,Không rõ,0-2500,0 sao
